name,domain,city,website,careers_url,linkedin_url,known_stack,company_size,notes,last_verified
BLOOTIPS,software,ROMANS-SUR-ISERE,,,,,1-10,Développement logiciel,2026-09-21
C.B.S.,software,MONTELIMAR,,,,,1-10,ESN,2026-09-21
CBS,software,SAUZET,,,,,1-10,Développement logiciel,2026-09-21
CCC CONSEIL CREATION COMMUNICATION,software,CHATEAUNEUF-DU-RHONE,,,,,1-10,Développement logiciel,2026-09-21
CYBERG,software,VALENCE,,,https://www.linkedin.com/company/cyberg/,,11-50,Développement logiciel,2026-09-21
DEDALUS HEALTHCARE FRANCE,software,CHATEAUNEUF-SUR-ISERE,,https://www.dedalus.com/fr/fr/carrieres-et-emplois/,https://www.linkedin.com/company/dedalus-group/,,51-1000,Développement logiciel,2026-09-21
DOLBIS,software,LA BEGUDE-DE-MAZENC,,,,,1-10,ESN,2026-09-21
ECONOCOM SERVICES & SOLUTIONS,software,ALIXAN,,https://carrieres.econocom.com/,https://www.linkedin.com/company/econocom/,,1000+,Infogérance,2026-09-21
GROUPE SAPH,software,BEAUMONT-LES-VALENCE,,,https://www.linkedin.com/company/saphelec/,,51-1000,ESN,2026-09-21
IDEOPTIMA,software,BOURG-LES-VALENCE,,,,,1-10,Développement logiciel,2026-09-21
INFOLOGIC RECHERCHE & DEVELOPPEMENT,software,BOURG-LES-VALENCE,,,,,,Développement logiciel,2026-09-21
INGENICO BANKS AND ACQUIRERS FRANCE,software,ALIXAN,,https://jobs.ingenico.com/?locale=fr_FR,https://www.linkedin.com/company/ingenico/,,51-1000,Développement logiciel,2026-09-21
INOVAGES,software,ALIXAN,,,,,11-50,ESN,2026-09-21
IORTEK,software,MONTELIMAR,,,,,11-50,ESN,2026-09-21
IRIUM SOFTWARE,software,BOURG-DE-PEAGE,,https://www.irium-software.fr/recrutement,https://www.linkedin.com/company/irium-software-fr/,,51-1000,ESN,2026-09-21
JDEALISE,software,VALENCE,,,https://www.linkedin.com/company/jd%C3%A9alise/,,1-10,Éditeur de logiciels,2026-09-21
KOESIO NETWORKS,telecom,VALENCE,,https://team.koesio.com/,https://www.linkedin.com/company/koesionetworks/,,11-50,Télécoms,2026-09-21
KORIGAN,software,DIE,,,https://www.linkedin.com/company/agence-korigan/,,1-10,Développement logiciel,2026-09-21
LBI CONSEIL DEVELOPPEMENT INFORMATIQUE,software,VALENCE,,,,,1-10,Développement logiciel,2026-09-21
MEGAO INFORMATIQUE,software,VALENCE,,,https://www.linkedin.com/company/megao/,,11-50,Développement logiciel,2026-09-21
NETCELER,software,ALIXAN,,https://www.welcometothejungle.com/fr/companies/netceler,https://www.linkedin.com/company/netceler/,Java|C++|Spring|PHP|Python|MySQL|PostgreSQL,,Développement logiciel,2026-09-21
NETWORK STUDIO,software,PLAISIANS,,,,,1-10,Hébergement et traitement de données,2026-09-21
ORANGE BUSINESS SERVICES,software,VALENCE,,https://orange.jobs/fr/fr/orange-business/france,https://www.linkedin.com/company/orangebusinessservices/,,1000+,ESN,2026-09-21
ORMA INFORMATIQUE,software,VALENCE,,,,,11-50,ESN,2026-09-21
OTIPASS,software,MONTELIMAR,,,https://www.linkedin.com/company/otipass/,,,Éditeur de logiciels,2026-09-21
REACTICOM,software,EURRE,,,https://www.linkedin.com/company/groupe-sirap/,,1-10,Développement logiciel,2026-09-21
SIRAP,software,ROMANS-SUR-ISERE,,,,,11-50,Éditeur de logiciels,2026-09-21
SNEF TECHNOLOGIES,software,VALENCE,,,,,51-1000,ESN,2026-09-21
SYSOCO,telecom,ALIXAN,,,https://www.linkedin.com/company/sysoco/,,51-1000,Télécoms,2026-09-21
TEC6,software,VALENCE,,,https://www.linkedin.com/company/tec6-info/,,,ESN,2026-09-21
THALES SERVICES NUMERIQUES SAS,software,VALENCE,,https://careers.thalesgroup.com/fr/fr/carrieres-france,https://www.linkedin.com/company/thales/,,1000+,ESN,2026-09-21
TRANSFERTPRO,software,ALIXAN,,,https://www.linkedin.com/company/transfertpros/,,,Développement logiciel,2026-09-21
VALIC,software,NYONS,,,,,1-10,ESN,2026-09-21
VERSA,software,BOURG-LES-VALENCE,,,,,,Développement logiciel,2026-09-21
XPO IT EUROPE,software,SAINT-RAMBERT-D'ALBON,,https://jobs.europe.xpo.com/?locale=fr_FR,https://www.linkedin.com/company/xpo-logistics-eu/,,,ESN,2026-09-21
ZCOOM,software,VALENCE,,,https://www.linkedin.com/company/zcoom/,,1-10,Développement logiciel,2026-09-21
