name,domain,city,website,careers_url,linkedin_url,known_stack,company_size,notes,last_verified
HOROQUARTZ,software,VENISSIEUX,,,https://www.linkedin.com/company/horoquartz/,,51-1000,Éditeur de logiciels,2026-09-21
HUB ONE,telecom,DARDILLY,,,https://www.linkedin.com/company/hub-one/,,51-1000,Télécoms,2026-09-21
INETUM,software,LYON,,https://www.inetum.com/fr/fr/careers.html,https://www.linkedin.com/company/inetum/,,1000+,ESN,2026-09-21
INFOTEL CONSEIL,software,LYON,,https://infotel.com/carriere/,https://www.linkedin.com/company/infotel/,,,ESN,2026-09-21
IT LINK FRANCE,software,LYON,,,,,51-1000,ESN,2026-09-21
ITS GROUP,software,LYON,,https://www.itsgroup.com/rejoindre-its-group/,https://www.linkedin.com/company/its-group-s-a-/,,51-1000,ESN,2026-09-21
KYNDRYL FRANCE,software,LIMONEST,,https://www.kyndryl.com/fr/fr/careers,https://www.linkedin.com/company/kyndryl/,,,Infogérance,2026-09-21
LOCAL.FR,software,ARNAS,,https://recrutement.local.fr/,https://www.linkedin.com/company/local.fr/,,51-1000,Développement logiciel,2026-09-21
MAGELLAN STRATEGIC SOLUTIONS & SERVICES FRANCE,software,VILLEURBANNE,,https://careers.smartrecruiters.com/Magellan,,,1000+,ESN,2026-09-21
MICROSOFT FRANCE,software,LYON,,https://careers.microsoft.com/,https://www.linkedin.com/company/microsoft/,,1000+,Maintenance informatique,2026-09-21
NIJI,software,LYON,,,https://www.linkedin.com/company/niji/,,,ESN,2026-09-21
NORSYS SAS,software,LYON,,https://recrutement.norsys.fr/,https://www.linkedin.com/company/norsys/,Java,51-1000,ESN,2026-09-21
ORANGE,telecom,LYON,,https://orange.jobs/fr/fr/europe/france,https://www.linkedin.com/company/orange/,,1000+,Télécoms,2026-09-21
ORANGE BUSINESS SERVICES,software,LYON,,https://orange.jobs/fr/fr/orange-business/france,https://www.linkedin.com/company/orangebusinessservices/,,1000+,ESN,2026-09-21
ORANGE CYBERDEFENSE FRANCE,software,LYON,,https://jobs.orangecyberdefense.com/?locale=fr,https://www.linkedin.com/company/orange-cyberdefense/,,,ESN,2026-09-21
PRODWARE SA,software,LYON,,https://www.prodwaregroup.com/fr-fr/rejoindre-prodware/,https://www.linkedin.com/company/prodware/,,51-1000,ESN,2026-09-21
SIEMENS INDUSTRY SOFTWARE SAS,software,LYON,,https://www.siemens.com/fr-fr/company/jobs/,https://www.linkedin.com/company/siemens/,,51-1000,Éditeur de logiciels,2026-09-21
SOCIETE FRANCAISE DU RADIOTELEPHONE - S.F.R,telecom,SAINT-PRIEST,,https://recrutement.sfr.com/,https://www.linkedin.com/company/sfr/,,1000+,Télécoms,2026-09-21
SOPRA HR SOFTWARE,software,LIMONEST,,https://www.soprahr.com/nous-connaitre/carrieres,https://www.linkedin.com/company/soprahr/,,51-1000,Éditeur de logiciels,2026-09-21
SOPRA STERIA GROUP,software,LIMONEST,,https://careers.soprasteria.fr/,https://www.linkedin.com/company/soprasteria/,Java,1000+,ESN,2026-09-21
SPIE ICS,software,BRON,,,https://www.linkedin.com/company/spie-ics/,,1000+,ESN,2026-09-21
SULLY GROUP,software,SAINT-PRIEST,,https://www.sully-group.com/en/careers,https://www.linkedin.com/company/sully-group/,Java|Angular|PostgreSQL|Kubernetes,51-1000,ESN,2026-09-21
THALES SERVICES NUMERIQUES SAS,software,LYON,,https://careers.thalesgroup.com/fr/fr/carrieres-france,https://www.linkedin.com/company/thales/,,1000+,ESN,2026-09-21
WORLDLINE,software,VILLEURBANNE,,https://jobs.worldline.com/?locale=fr_FR,https://www.linkedin.com/company/worldlineglobal/,,51-1000,ESN,2026-09-21
