name,domain,city,website,careers_url,linkedin_url,known_stack,company_size,notes,last_verified
Shiro Games,gaming,Bordeaux,https://www.shiro-games.com,,,,,Studio de jeux vidéo,2026-09-25
SII,it-services,Bordeaux,,,,,1000+,ESN services IT,2026-09-23
Smile,it-services,Bordeaux,https://www.smile.eu,,,,,Intégrateur open source,2026-09-25
Sopra Steria,it-services,Bordeaux,https://www.soprasteria.com/,,,,1000+,ESN services numériques,2026-09-23
SQLI,it-services,Bordeaux,,,,,1000+,ESN digital,2026-09-23
Synapse Medicine,healthtech,Bordeaux,https://www.synapse-medicine.com/,,,,51-1000,Healthtech médicaments,2026-09-23
Tehtris,cybersecurity,Pessac,https://tehtris.com/,,,,51-1000,Éditeur XDR cybersécurité,2026-09-23
Temesis,software,Bordeaux,,,,,11-50,Accessibilité numérique,2026-09-23
Tessi,software,Le Haillan,,,,,1000+,Traitement documentaire,2026-09-23
Thelio,it-services,Bordeaux,,,,,51-1000,Services numériques,2026-09-23
TurnK,software,Bordeaux,,,,,1-10,Automatisation intégration,2026-09-23
Ubisoft Bordeaux,gaming,Bordeaux,https://www.ubisoft.com,,,,,Studio de jeux vidéo,2026-09-25
WorldCast Systems,telecom,Mérignac,https://www.worldcastsystems.com,,,,,Technologies de diffusion numérique,2026-09-25
Younup,it-services,Bordeaux,https://www.younup.fr/,,,,11-50,ESN web devops IA,2026-09-23
